Title,Authors,Published,Updated,Summary,ID,Categories,Real_Categories
Roy-Steiner equations for $γγ\toππ$,"['Martin Hoferichter', 'Daniel R. Phillips', 'Carlos Schat']",2011-08-24T07:54:27Z,2011-08-24T07:54:27Z,"Starting from hyperbolic dispersion relations, we present a system of
Roy--Steiner equations for pion Compton scattering that respects analyticity
and unitarity requirements, gauge invariance, as well as crossing symmetry, and
thus all symmetries of the underlying quantum field theory. To suppress the
dependence on the high-energy region, we also consider once- and
twice-subtracted versions of the equations, where the subtraction constants are
identified with dipole and quadrupole pion polarizabilities. We consider the
resolution of the $\gamma\gamma\to\pi\pi$ partial waves by a
Muskhelishvili-Omn\`es representation with finite matching point, and discuss
the consequences for the two-photon coupling of the $\sigma$ resonance as well
as its relation to pion polarizabilities.",http://arxiv.org/abs/1108.4776v1,[],[]
Eta-photoproduction in a gauge-invariant chiral unitary framework,"['Dino Ruic', 'Maxim Mai', 'Ulf-G. Meissner']",2011-08-24T12:34:01Z,2011-09-26T07:18:16Z,"We analyse photoproduction of eta mesons off the proton in a gauge-invariant
chiral unitary framework. The interaction kernel for meson-baryon scattering is
derived from the leading order chiral effective Lagrangian and iterated in a
Bethe-Salpeter equation. The recent precise threshold data from the Crystal
Ball at MAMI can be described rather well and the complex pole corresponding to
the S11(1535) is extracted. An extension of the kernel is also discussed.",http://arxiv.org/abs/1108.4825v2,[],[]
"Azimuthal asymmetries in single polarized proton-proton Drell-Yan
  processes","['Zhun Lu', 'Bo-Qiang Ma', 'Jiacai Zhu']",2011-08-25T00:50:48Z,2011-10-13T03:02:37Z,"We study the azimuthal asymmetries in proton-proton Drell-Yan processes with
one incident proton being transversely or longitudinally polarized. We consider
particularly the asymmetries contributed by the leading-twist chiral-odd quark
distributions. We analyze the asymmetries with $\sin(2\phi+\phi_S)$ and
$\sin(2\phi-\phi_S)$ modulations in transverse single polarized $p^\uparrow p$
Drell-Yan and $\sin2\phi$ asymmetries in longitudinal single polarized
$p^\rightarrow p$ Drell-Yan at RHIC, J-PARC, E906 (Fermi Lab) and NICA (JINR).
We show that the measurements of the asymmetries in those facilities can
provide valuable information of the chiral-odd structure of the nucleon both in
the valence and sea regions.",http://arxiv.org/abs/1108.4974v3,[],[]
QCD Structure of Nuclear Interactions,['Carlos G. Granados'],2011-08-25T00:54:00Z,2011-08-25T00:54:00Z,"This dissertation investigated selected processes involving baryons and
nuclei in hard scattering reactions. Through these processes, this work
explored the constituent structure of baryons and the mechanisms through which
the interactions between these constituents ultimately control the selected
reactions. First, hard nucleon-nucleon elastic scattering was studied
considering the quark exchange (QE) between the nucleons to be the dominant
mechanism of interaction in the constituent picture. It was found that an
angular asymmetry exhibited by proton-neutron (pn) elastic scattering data is
explained within this framework if a quark-diquark picture dominates the
nucleon's structure instead of a more traditional SU(6) model. The latter
yields an asymmetry around 90 deg center of mass scattering with a sign
opposite to what is experimentally observed. The second process is the hard
breakup by a photon of a nucleon-nucleon system in light nuclei. Proton-proton
(pp) and pn breakup in 3He, and double Delta-isobars production in deuteron
breakup were analyzed in the hard rescattering model (HRM), which in
conjunction with the QE mechanism provides a QCD description of the reaction.
Cross sections for both channels in 3He photodisintegration were computed
without the need of a fitting parameter. The results presented here for pp
breakup show excellent agreement with recent experimental data. In double
Delta-isobars production in deuteron breakup, HRM angular distributions for the
two double Delta channels were compared to the pn channel and to each other. An
important prediction from this study is that the Delta++ Delta- channel
consistently dominates Delta+Delta0, which is in contrast with models that
unlike the HRM consider a double Delta system in the initial state of the
interaction. For such models both channels should have the same strength.",http://arxiv.org/abs/1108.4977v1,[],[]
"A Rosetta Stone Relating Conventions In Photo-Meson Partial Wave
  Analyses","['A. M. Sandorfi', 'B. Dey', 'A. Sarantsev', 'L. Tiator', 'R. Workman']",2011-08-27T02:46:52Z,2012-08-28T23:01:09Z,"A new generation of complete experiments in pseudoscalar meson
photo-production is being pursued at several laboratories. While new data are
emerging, there is some confusion regarding definitions of asymmetries and the
conventions used in partial wave analyses (PWA). We present expressions for
constructing asymmetries as coordinate-system independent ratios of cross
sections, along with the names used for these ratios by different PWA groups.
(This update reflects a recent change in the definition of an asymmetry as used
by one group.)",http://arxiv.org/abs/1108.5411v2,[],[]
The physics potential of proton-nucleus collisions at the TeV scale,['Carlos A. Salgado'],2011-08-27T11:32:17Z,2011-08-27T11:32:17Z,"The LHC brings nuclear collisions to the TeV scale for the first time and the
first data show the qualitative differences of this new regime. The
corresponding phase-space available encompasses completely uncharted regions of
QCD in which high-density or high-temperature domains can be identified.
Proton-nucleus runs are essential for a complete interpretation of the data and
for the study of new regimes dominated by large occupation numbers in the
hadronic wave function. I comment here the physics opportunities for p+Pb runs
at the LHC and d+Au runs at RHIC and the corresponding needs in view of the new
Pb+Pb data from the LHC.",http://arxiv.org/abs/1108.5438v1,[],[]
"Kaon-nucleon scattering lengths from kaonic deuterium experiments
  revisited","['M. Döring', 'U. -G. Meißner']",2011-08-30T10:44:16Z,2011-08-30T10:44:16Z,"We analyse the impact of the recent measurement of kaonic hydrogen X rays by
the SIDDHARTA collaboration on the allowed ranges for the kaon-deuteron
scattering length in the framework of non-relativistic effective field theory.
Based on data from KN scattering only, we predict the kaon-deuteron scattering
length A_Kd= (-1.46 + i 1.08) fm, with an estimated uncertainty of about 25% in
both the real and the imaginary part.",http://arxiv.org/abs/1108.5912v1,[],[]
Neutral Pion Production in the Threshold Region,"['D. Hornidge', 'A. M. Bernstein']",2011-08-30T18:18:37Z,2011-08-30T18:18:37Z,"We give an overview of the physics motivation and evolution of the neutral
pion photoproduction measurements in the threshold region conducted in the A2
collaboration at MAMI. The latest two experiments have been performed with the
almost 4-pi Crystal Ball detector. The first was with a linearly polarized
photon beam and unpolarized liquid-hydrogen target. The data analysis is now
complete and the linearly polarized beam asymmetry along with differential
cross sections provide the most stringent test to date of the predictions of
Chiral Perturbation Theory and its energy region of convergence. More recently
a measurement was performed using both circularly polarized photons and a
transversely polarized butanol frozen-spin target, with the goal of extracting
both the target and beam-target asymmetries. From these we intend to extract
pi-N scattering sensitive information for the first time in photo-pion
reactions. This will be used to test isospin conservation and further test
dynamics of chiral symmetry breaking in QCD as calculated at low energies by
Chiral Perturbation Theory.",http://arxiv.org/abs/1108.6029v1,[],[]
Rare dileptonic decays of Λ_b in a quark model,"['Lonnie Mott', 'Winston Roberts']",2011-08-31T05:52:30Z,2012-01-12T03:56:55Z,"Hadronic form factors for the rare weak transitions
$\Lambda_{b}\rightarrow\Lambda^{(*)}$ are calculated using a nonrelativistic
quark model. The form factors are extracted in two ways. An analytic extraction
using single component wave functions (SCA) with the quark current being
reduced to its nonrelativistic Pauli form is employed in the first method. In
the second method, the form factors are extracted numerically using the full
quark model wave function (MCN) with the full relativistic form of the quark
current. Although there are differences between the two sets of form factors,
both sets satisfy the relationships expected from the heavy quark effective
theory (HQET). Differential decay rates, branching ratios and forward-backward
asymmetries (FBAs) are calculated for the dileptonic decays
$\Lambda_{b}\rightarrow\Lambda^{(*)}\ell^{+}\ell^{-}$, for transitions to both
ground state and excited daughter baryons. Inclusion of the long distance
contributions from charmonium resonances significantly enhances the decay
rates. In the MCN model the $\Lambda(1600)$ mode is the dominant mode in the
$\mu$ channel when charmonium resonances are considered; the $\Lambda(1520)$
mode is also found to have a comparable branching ratio to that of the ground
state in the $\mu$ channel.",http://arxiv.org/abs/1108.6129v3,[],[]
Jet momentum balance independent of shear viscosity,['R. B. Neufeld'],2011-08-31T17:37:07Z,2012-02-24T21:11:23Z,"Jet momentum balance measurements, such as those recently performed by the
CMS collaboration, provide an opportunity to quantify the energy transferred
from a parton shower to the underlying medium in heavy-ion collisions.
Specifically, I argue that the Cooper-Frye freezeout distribution associated
with the energy and momentum deposited by the parton shower is controlled to a
significant extent by the distribution of the underlying bulk matter and
independent of the details of how deposited energy is redistributed in the
medium, which is largely determined by transport coefficients such as shear
viscosity. Thus by matching the distribution of momentum associated with the
secondary jet in such measurements to the thermal distribution of the
underlying medium, one can obtain a model independent estimate on the amount of
parton shower energy deposited.",http://arxiv.org/abs/1108.6297v2,[],[]
"Exploring the nucleon structure through GPDs and TDAs in hard exclusive
  processes","['B. Pire', 'K. Semenov-Tian-Shansky', 'L. Szymanowski', 'J. Wagner']",2011-09-01T13:00:32Z,2011-09-02T07:36:07Z,"Generalized Parton Distributions (GPDs) offer a new way to access the quark
and gluon nucleon structure. We review recent progress in this domain,
emphasizing the need to supplement the experimental study of deeply virtual
Compton scattering by its crossed version, timelike Compton scattering. We also
describe the extension of the GPD concept to three quark operators and the
relevance of their nucleon to meson matrix elements, namely the transition
distribution amplitudes (TDAs) which factorize in backward meson
electroproduction and related processes. We discuss the main properties of the
TDAs. \",http://arxiv.org/abs/1109.0179v2,[],[]
"Anomalous dipion invariant mass distribution of the $Υ(4S)$
  decays into $Υ(1S) π^{+} π^{-}$ and $Υ(2S) π^{+} π^{-}$","['Dian-Yong Chen', 'Xiang Liu', 'Xue-Qian Li']",2011-09-07T09:59:01Z,2011-11-11T12:49:03Z,"To solve the discrepancy between the experimental data on the partial widths
and lineshapes of the dipion emission of $\Upsilon(4S)$ and the theoretical
predictions, we suggest that there is an additional contribution which was not
taken into account in previous calculations. Noticing that the mass of
$\Upsilon(4S)$ is above the production threshold of $B\bar B$, the contribution
of the sequential process $\Upsilon(4S)\to B\bar B\to \Upsilon(nS)+S\to
\Upsilon(nS)+\pi^+\pi^-$ ($n=1,2$) may be sizable, and its interference with
that from the direct production would be important. The goal of this work is to
investigate if a sum of the two contributions with a relative phase indeed
reproduces the data. Our numerical results on the partial widths and the
lineshapes $d\Gamma(\Upsilon(4S)\to
\Upsilon(2S,1S)\pi^+\pi^-)/d(m_{\pi^+\pi^-})$ are satisfactorily consistent
with the measurements, thus the role of this mechanism is confirmed. Moreover,
with the parameters obtained by fitting the data of the Belle and Babar
collaborations, we predict the distributions $d\Gamma(\Upsilon(4S)\to
\Upsilon(2S,1S)\pi^+\pi^-)/d\cos\theta$ which have not been measured yet.",http://arxiv.org/abs/1109.1406v2,[],[]
"Quenching of hadron and photon spectra in heavy-ion collisions from RHIC
  to LHC",['Francois Arleo'],2011-09-14T16:09:17Z,2011-09-14T16:09:17Z,"The generic features of parton energy loss effects on the quenching of single
hadron spectra in heavy-ion collisions are discussed, paying attention to the
expected differences from RHIC to LHC. The need for precise baseline
measurements in p-Pb collisions at the LHC is also emphasized. Finally I
briefly mention the production of prompt photons in heavy-ion collisions as
well as some open questions.",http://arxiv.org/abs/1109.3121v1,[],[]
"Two-photon exchange and elastic scattering of longitudinally polarized
  electron on polarized deuteron","['Alexander P. Kobushkin', 'Yaroslav D. Krivenko-Emetov', 'Stanislav Dubnicka', 'Anna Z. Dubnickova']",2011-09-16T09:39:14Z,2011-09-16T09:39:14Z,"Structure functions and polarization observables in elastic scattering of
longitudinally polarized electron on polarized deuteron are considered within
approximation of one-photon + two-photon exchange. It is shown that
contribution of two-photon exchange in the generalized structure function A is
of order of few percent, while in the generalized structure function B it is of
order of 10--20 %. We have found that components T_{20} and T_{21} of tensor
analyzing power are mainly determined by one-photon exchange, but T_{22} is
mainly determined by interference between one-photon exchange and two-photon
exchange. We have also considered polarization observables T_{11}, C_{21} and
C_{22} which are proportional to imaginary part of the reaction amplitude and
vanish in the framework of one-photon exchange.",http://arxiv.org/abs/1109.3562v1,[],[]
K*Lambda(1116) photoproduction and nucleon resonances,"['Sang-Ho Kim', 'Seung-il Nam', 'Yongseok Oh', 'Hyun-Chul Kim']",2011-09-15T06:01:27Z,2011-09-15T06:01:27Z,"We study the reaction mechanism of K*Lambda(1116) photoproduction off the
proton target near threshold considering the contributions from
nucleon-resonances. Employing the effective Lagrangian method at the tree-level
Born approximation, we investigate the role of the D13(2080) and the D15(2200).
We found that the D13 plays a crucial role to reproduce the experimental data
well in the forward scattering region at low energy. We also present
theoretical predictions on the single photon-beam asymmetry as well as the
energy and angular dependence for the cross sections of this reaction.",http://arxiv.org/abs/1109.4557v1,[],[]
"Charge-dependent Azimuthal Correlations in Relativistic Heavy-ion
  Collisions and Electromagnetic Effects",['K. F. Liu'],2011-09-22T16:41:45Z,2011-12-21T03:35:05Z,"We propose a scenario where the pattern of the recently observed
charge-dependent azimuthal correlations can be understood qualitatively. This
is based on the cluster picture and the assumption that the charged hadrons
that flow outward from the surface of the overlapping region of the colliding
nuclei move primarily parallel to the reaction plane. We also point out the
there is a strong electric field induced by the transient magnetic field during
the parton production in the initial phase of the relativistic heavy-ion
collision and discuss its possible relevance to the scenario.",http://arxiv.org/abs/1109.4883v2,[],[]
On high energy exclusive leptoproduction of the rho meson up to twist 3,"['I. V. Anikin', 'A. Besse', 'D. Yu. Ivanov', 'B. Pire', 'L. Szymanowski', 'S. Wallon']",2011-09-23T12:20:47Z,2011-09-23T12:20:47Z,"The Regge inspired k_T-factorization scheme expresses the scattering
amplitude for exclusive leptoproduction of a light vector meson rho in terms of
two impact factors, one for the gamma* - rho transition and the other one for
the nucleon to nucleon transition, with, at leading order, a two ""reggeized""
gluon exchange in the t-channel. We report here on a recent phenomenological
study where we apply a previously developped scheme which consistently takes
into account the twist 3 distribution amplitudes for transversely polarized rho
meson. The computation of the gamma* to rho impact factor are performed within
collinear factorization of QCD, up to the twist 3 level, based on the Collinear
Factorization scheme applied to the amplitudes gamma*g to g rho .
  Our results are in good agreement with high energy experimental data for the
ratios of helicity amplitudes.",http://arxiv.org/abs/1109.5050v1,[],[]
New results in exclusive hard reactions,"['B. Pire', 'K. Semenov-Tian-Shansky', 'L. Szymanowski', 'J. Wagner']",2011-09-26T10:07:18Z,2011-09-26T10:07:18Z,"Generalized Parton Distributions offer a new way to access the quark and
gluon nucleon structure. We review recent progress in this domain, emphasizing
the need to supplement the experimental study of DVCS by its crossed version,
timelike Compton scattering (TCS), where data at high energy should appear
thanks to the study of ultraperipheral collisions at the LHC. This will open
the access to very low skewness quark and gluon GPDs. Our leading order
estimates show that the factorization scale dependence of the amplitudes is
quite high. This fact demands the understanding of higher order contributions
with the hope that they will stabilize this scale dependence. The magnitudes of
the NLO coefficient functions are not small and neither is the difference of
the coefficient functions appearing respectively in the DVCS and TCS
amplitudes. The conclusion is that extracting the universal GPDs from both TCS
and DVCS reactions requires much care. We also describe the extension of the
GPD concept to three quark operators and the relevance of their nucleon to
meson matrix elements, namely the transition distribution amplitudes (TDAs)
which factorize in hard exclusive pion electroproduction off a nucleon in the
backward region and baryon-antibaryon annihilation into a pion and a lepton
pair. We discuss the main properties of the TDAs.",http://arxiv.org/abs/1109.5513v1,[],[]
Production of charmed baryon $Λ_c(2940)^+$ at PANDA,"['Jun He', 'Zhen Ouyang', 'Xiang Liu', 'Xue-Qian Li']",2011-09-26T13:49:34Z,2011-11-25T06:33:35Z,"In this work we evaluate the production rate of the charmed baryon
$\Lambda_c(2940)^+$ at PANDA. For possible assignments of $\Lambda_c(2940)^+$:
$J^P=1/2^\pm$, $3/2^\pm$ and $5/2^\pm$, the total cross section of $p\bar{p}\to
\bar{\Lambda}_c \Lambda_c(2940)^+$ is estimated, which may exceed 1 nb. With
the designed luminosity ($2\times10^{-32}$cm$^{-2}$/s) of PANDA, our estimate
indicates that ten thousand events per day if $\Lambda_c(2940)^+$ is of
$J^P=1/2^+$ or $10^8$ per day if it is of $J^P=5/2^+$ can be expected. Those
values actually set the lower and upper limits of the $\Lambda_c(2940)^+$
production. In addition, we present the Dalitz plot and carry out a rough
background analysis of the $\Lambda_c(2940)^+$ production in the $p\bar{p}\to
D^0 p\bar{\Lambda}_c$ and $p\bar{p}\to \Sigma_c^{0,++}\pi^{+,-}\bar{\Lambda}_c$
processes, which would provide valuable information for accurate determination
of the $\Lambda_c(2940)^+$ identity.",http://arxiv.org/abs/1109.5566v2,[],[]
Constraint on parity-violating muonic forces,"['Vernon Barger', 'Cheng-Wei Chiang', 'Wai-Yee Keung', 'Danny Marfatia']",2011-09-29T20:00:01Z,2012-01-19T00:33:50Z,"Using the nonobservance of missing mass events in the leptonic kaon decay $K
\to \mu X$, we place a strong constraint on exotic parity-violating gauge
interactions of the right-handed muon. By way of illustration, we apply it to
an explanation of the proton size anomaly that invokes such a new force;
scenarios in which the gauge boson decays invisibly or is long-lived are
constrained.",http://arxiv.org/abs/1109.6652v3,[],[]
"Tuning of the GEANT4 FRITIOF (FTF) Model Using NA61/SHINE Experimental
  Data",['V. Uzhinsky'],2011-09-30T09:37:59Z,2011-09-30T09:37:59Z,"The NA61/SHINE collaboration measured inclusive cross sections of \pi^+ and
\pi^- meson production in the interactions of 31 GeV/c protons with carbon
nuclei at forward emission angles (0 - 420 mrad). The collaboration also
presented predictions of Monte Carlo models - FLUKA, VENUS and UrQMD, in
comparison with the data. A careful analysis shows that deviations of the FLUKA
and VENUS predictions from the data have different tendencies. The worst
description of the data was observed for the UrQMD model results.
  All the models assume the creation of quark-gluon strings in the
interactions, but it is complicated to analyze the models in order to find the
source of the deviations. Thus, the quark-gluon string model - FRITIOF (FTF) -
was implemented in the GEANT4 toolkit and is used to understand the deviations
mentioned above. It was found that the most important factor influencing the
FTF calculations is the sampling of quark-gluon string masses. The other
factors/parameters are not essential for a description of the data. Also, a
good description of the data is achieved by the FTF model.",http://arxiv.org/abs/1109.6768v1,[],[]
Neutrino quasielastic interaction and nuclear dynamics,"['M. Martini', 'M. Ericson', 'G. Chanfray']",2011-10-02T19:53:00Z,2011-11-28T20:53:08Z,"We investigate the double differential neutrino-carbon quasielastic cross
sections as measured by the MiniBooNE experiment. Our present treatment
incorporates relativistic corrections in the nuclear response functions and
includes the multinucleon component. We confirm our previous conclusion that it
is possible to account for all the data without any modification of the axial
mass. We also introduce the Q^2 distribution for charged and neutral current.
The data point at a sizable multinucleon component beside the genuine
quasielastic peak. They are also indicative of the collective character of the
nuclear response, of interest for hadronic physics.",http://arxiv.org/abs/1110.0221v2,[],[]
Neutrino nucleus reactions within the GiBUU model,"['O. Lalakulich', 'K. Gallmeister', 'U. Mosel']",2011-10-04T13:13:53Z,2011-10-04T13:13:53Z,"The GiBUU model, which implements all reaction channels relevant at medium
neutrino energy, is used to investigate the neutrino and antineutrino
scattering on iron. Results for integrated cross sections are compared with
NOMAD and MINOS data. It is shown, that final state interaction can noticeably
change the spectra of the outgoing hadrons. Predictions for the Miner$\nu$a
experiment are made for pion spectra, averaged over NuMI neutrino and
antineutrino fluxes.",http://arxiv.org/abs/1110.0674v1,[],[]
"Constraints on the large-x d/u ratio from electron-nucleus scattering at
  x>1","['O. Hen', 'A. Accardi', 'W. Melnitchouk', 'E. Piasetzky']",2011-10-11T16:33:19Z,2011-10-11T16:33:19Z,"Recently the ratio of neutron to proton structure functions F_2n/F_2p was
extracted from a phenomenological correlation between the strength of the
nuclear EMC effect and inclusive electron-nucleus cross section ratios at x>1.
Within conventional models of nuclear smearing, this ""in-medium correction""
(IMC) extraction constrains the size of nuclear effects in the deuteron
structure functions, from which the neutron structure function F_2n is usually
extracted. The IMC data determine the resulting proton d/u quark distribution
ratio, extrapolated to x=1, to be 0.23 +- 0.09 with a 90% confidence level.
This is well below the SU(6) symmetry limit of 1/2 and significantly above the
scalar diquark dominance limit of 0.",http://arxiv.org/abs/1110.2419v1,[],[]
Physical Degrees of Freedom for Gauge Fields and the Issue of Spin,['T. Goldman'],2011-10-11T23:50:33Z,2011-10-11T23:50:33Z,"The conflict between the physical degrees of freedom of gauge bosons and the
Lorentz group irreps naturally used to describe their couplings to matter
fields are illustrated and discussed, and applied to issues of linear and
angular momentum.",http://arxiv.org/abs/1110.2533v1,[],[]
"Hadron production in pA collisions at the LHC from the Color Glass
  Condensate","['Jamal Jalilian-Marian', 'Amir H. Rezaeian']",2011-10-12T22:33:23Z,2011-12-22T00:51:47Z,"We investigate the contribution of inelastic and elastic processes to single
inclusive hadron production in proton-proton and proton (deuteron)-nucleus
collisions at RHIC and the LHC. Using the hybrid formulation which includes
both elastic and inelastic contributions, supplemented with the
running-coupling Balitsky-Kovchegov equation, we get a good description of RHIC
data. It is shown that inclusion of the inelastic terms makes the transverse
momentum dependence of the production cross section steeper in the mid-rapidity
region but does not affect the cross section in the very forward region. The
inelastic processes also lead to a sharper increase of the nuclear modification
factor R_{pA} with increasing p_T. We also make predictions for the nuclear
modification factor in proton-nucleus collisions at the LHC (\sqrt{s}=4.4 and
8.8 TeV) at various rapidities using the Color Glass Condensate framework.",http://arxiv.org/abs/1110.2810v3,[],[]
How well do we know the neutron structure function?,"['J. Arrington', 'J. G. Rubin', 'W. Melnitchouk']",2011-10-14T23:51:53Z,2011-10-14T23:51:53Z,"We present a detailed analysis of the uncertainty in the neutron F2n
structure function extracted from inclusive deuteron and proton deep-inelastic
scattering data. The analysis includes experimental uncertainties as well as
uncertainties associated with the deuteron wave function, nuclear smearing, and
nucleon off-shell corrections. Consistently accounting for the Q^2 dependence
of the data and calculations, and restricting the nuclear corrections to
microscopic models of the deuteron, we find significantly smaller uncertainty
in the extracted F2n/F2p ratio than in previous analyses. In addition to
yielding an improved extraction of the neutron structure function, this
analysis also provides an important baseline that will allow future,
model-independent extractions of neutron structure to be used to examine
nuclear medium effects in the the deuteron.",http://arxiv.org/abs/1110.3362v1,[],[]
Charged bottomonium-like structures $Z_b(10610)$ and $Z_b(10650)$,"['Xiang Liu', 'Dian-Yong Chen']",2011-10-20T03:22:07Z,2011-10-20T03:22:07Z,"The observation of two charged bottomonium-like structures $Z_b(10610)$ and
$Z_b(10650)$ has stimulated extensive studies of the properties of $Z_b(10610)$
and $Z_b(10650)$. In this talk, we briefly introduce the research status of
$Z_b(10610)$ and $Z_b(10650)$ combined with our theoretical progress.",http://arxiv.org/abs/1110.4433v1,[],[]
Upsilon production in p(d)A collisions at RHIC and the LHC,"['E. G. Ferreiro', 'F. Fleuret', 'J. P. Lansberg', 'N. Matagne', 'A. Rakotozafindrabe']",2011-10-23T14:16:48Z,2013-02-14T09:44:33Z,"We study the effect of nuclear matter in Upsilon production in dAu collisions
at RHIC and pPb collisions at the LHC. We find that the nuclear modification
factor, R^Upsilon_dAu, measured at RHIC is not satisfactorily reproduced by the
conventional effects used in the literature, namely the modification of the
gluon distribution in bound nucleons and an --effective-- survival probability
for a bound state to escape the nucleus. In particular, we argue that this
probability should be close to 1 as opposed to the J/psi case. We note that, at
backward rapidities, the unexpected suppression of R^Upsilon_dAu observed by
PHENIX hints at the presence of a gluon EMC effect, analogous to the quark EMC
effect -- but likely stronger. Further nuclear matter effects, such as
saturation and fractional energy loss, are discussed, but none of them fit in a
more global picture of quarkonium production. Predictions for Upsilon(nS) for
the forthcoming pPb run at 5 TeV at the LHC are also presented.",http://arxiv.org/abs/1110.5047v4,[],[]
$η'$ photoproduction on the nucleons in the quark model,"['Xian-Hui Zhong', 'Qiang Zhao']",2011-10-25T11:18:45Z,2011-12-29T01:02:34Z,"A chiral quark-model approach is adopted to study the $\gamma p\rightarrow
\eta'p$ and $\gamma n\rightarrow \eta' n$. Good descriptions of the recent
observations from CLAS and CBELSA/TAPS are obtained. Both of the processes are
governed by $S_{11}(1535)$ and $u$ channel background. Strong evidence of an
$n=3$ shell resonance $D_{15}(2080)$ is found in the reactions, which accounts
for the bump-like structure around $W=2.1$ GeV observed in the total cross
section and excitation functions at very forward angles. The $S_{11}(1920)$
seems to be needed in the reactions, with which the total cross section near
threshold for the $\gamma p\rightarrow \eta' p$ is improved slightly. The
polarized beam asymmetries show some sensitivities to $D_{13}(1520)$, although
its effects on the differential cross sections and total cross sections are
negligible. There is no obvious evidence of the $P$-, $D_{13}$-, $F$- and
$G$-wave resonances with a mass around 2.0 GeV in the reactions.",http://arxiv.org/abs/1110.5466v2,[],[]
"Two particle-two hole excitations in charged current quasielastic
  neutrino-nucleus interactions",['M. Martini'],2011-10-26T19:48:52Z,2011-10-26T19:48:52Z,"We review the theoretical status of the models including the multinucleon
emission channel in the calculation of quasielastic neutrino cross sections at
MiniBooNE kinematics.",http://arxiv.org/abs/1110.5895v1,[],[]
Test of CDF dijet anomaly within the standard model,"['H. Kawamura', 'S. Kumano', 'Y. Kurihara']",2011-10-28T04:14:21Z,2011-10-28T04:14:21Z,"Dijet anomaly reported by the CDF (Collider Detector at Fermilab)
collaboration in 1.96 TeV p-pbar collisions is investigated within the standard
model by considering effects of parton distribution functions on various
processes: W+dijet, Z+dijet, WW, ZW, and top production. Since the anomalous
peak exists in the dijet-mass region of 140 GeV with the p-pbar center-of-mass
energy sqrt{s}=1.96 TeV, a relevant momentum fraction x of partons is roughly
0.1. In this x region, recent HERMES semi-inclusive charged-lepton scattering
experiment indicated that the strange-quark distribution could be very
different from a conventional one, which has been used for many years, based on
opposite-sign dimuon measurements in neutrino-induced deep inelastic
scattering. We investigated effects of such variations in the strange-quark
distribution s(x) on the anomaly. We found that distributions of W+dijets and
other process are affected by the strange-quark modifications in wide
dijet-mass regions including the 140 GeV one. Since the CDF anomaly was
observed in the shoulder region of the dijet-mass distribution, a slight
modification of the distribution shape could explain at least partially the CDF
excess. Therefore, it is important to consider such effects within the standard
model for judging whether the CDF anomaly indicates new physics beyond the
standard model. We also show modification effects of the strange-quark
distribution in the LHC (Large Hadron Collider) kinematics, where cross
sections are sensitive to a smaller-x region of s(x).",http://arxiv.org/abs/1110.6243v1,[],[]
"Probing multigluon correlations through single spin asymmetries in pp
  collisions","['Yuji Koike', 'Shinsuke Yoshida']",2011-10-29T05:01:39Z,2011-10-29T05:01:39Z,"We study the single spin asymmetries for the $D$-meson production, Drell-Yan
lepton-pair production and the direct-photon production in the $pp$ collision
induced by the twist-3 three-gluon correlation functions in the transversely
polarized nucleon. We present a corresponding polarized cross section formula
in the leading-order with respect to the QCD coupling and a model calculation
for the asymmetries, illustrating the sensitivity to the form of the
correlation functions.",http://arxiv.org/abs/1110.6496v1,[],[]
Gluon-decay cascade in AA collisions at the LHC and saturation,['Amir H. Rezaeian'],2011-10-30T19:44:27Z,2011-10-30T19:44:27Z,"We extract the energy-dependence of the gluon-jet decay cascade from e^+e^-
annihilation data and show that this energy-dependence has power-low behavior
for the average transverse momentum of jet bigger than 1 GeV. We show that the
observed different power-law energy-dependence of hadron multiplicity in AA
compared to pp collisions at the LHC is due to the enhanced gluon-decay effect
before hadronization. This effect is more important for AA collisions where the
saturation scale is larger than 1 GeV. Here we confront our published
predictions in arXiv:1102.2385 for the rapidity distribution of the charged
hadron production with the recently released data from the CMS collaboration in
AA collisions and show that our predictions is in perfect agreement with the
data.",http://arxiv.org/abs/1110.6642v1,[],[]
